SCIENTIFIC NAME,TRADE NAME,INDICATION,ICD 10 CODE
NIFEDIPINE,NIFEDIPINE EXTD RELEASE 30 MG TAB 14'S(N),TREATMENT OF ALTITUDE SICKNESS,T70.2
NITROFURANTOIN,NITROFURONTOINE 10MG/ML SYRUP 80ML (N),RECURRENT URINARY TRACT INFECTIONS (UTI),"N39.0, Z87.4"
NITROFURANTOIN,NITROFURONTOINE 10MG/ML SYRUP 80ML (N),LOWER URINARY TRACT INFECTIONS,"N30.0, N33.0, N34.0"
NITROGLYCERIN,NITROGLYCERIN (GLYCERYL TRINITRATE) 400 MCG SL SPR 180'S(N),ANAL FISSURE,K60.2
NITROGLYCERIN,NITROGLYCERIN (GLYCERYL TRINITRATE) 400 MCG SL SPR 180'S(N),RAYNAUD'S PHENOMENON,I73.0
NITROGLYCERIN,NITROGLYCERIN (GLYCERYL TRINITRATE) 400 MCG SL SPR 180'S(N),CORONARY ARTERY DISEASE,"I20, I25"
NITROGLYCERIN,NITROGLYCERIN (GLYCERYL TRINITRATE) 400 MCG SL SPR 200'S (N),ANAL FISSURE,K60.2
NITROGLYCERIN,NITROGLYCERIN (GLYCERYL TRINITRATE) 400 MCG SL SPR 200'S (N),RAYNAUD'S PHENOMENON,I73.0
NITROGLYCERIN,NITROGLYCERIN (GLYCERYL TRINITRATE) 400 MCG SL SPR 200'S (N),CORONARY ARTERY DISEASE,"I20, I25"
NITROGLYCERIN,NITROGLYCERIN (GLYCERYL TRINITRATE) 5MG/ML INJ 10ML 1'S(N),ANAL FISSURE,K60.2
NITROGLYCERIN,NITROGLYCERIN (GLYCERYL TRINITRATE) 5MG/ML INJ 10ML 1'S(N),RAYNAUD'S PHENOMENON,I73.0
NITROGLYCERIN,NITROGLYCERIN (GLYCERYL TRINITRATE) 5MG/ML INJ 10ML 1'S(N),CORONARY ARTERY DISEASE,"I20, I25"
NOREPINEPHRINE,NORADRENALINE 4 MG/4 ML INJECTION 1'S(N),SEPTIC SHOCK / CARDIOGENIC SHOCK,"R57, A41"
NORTRIPTYLINE,NORTRIPTYLINE 10MG CAP 100'S (N),DEPRESSIVE EPISODE / RECURRENT DEPRESSION,"F32, F33, F34"
NORTRIPTYLINE,NORTRIPTYLINE 25MG CAP 100'S (N),DEPRESSIVE EPISODE / RECURRENT DEPRESSION,"F32, F33, F34"
HYALURONATE DERIVATIVES,NUVISC PRO 1.6 % HA OPHTHALMIC 1ML DEVICE(N),CATARACT SURGERY / OSTEOARTHRITIS,"H25, H26, M17"
BCG VACCINE,ONCO BCG INTRAVESICAL 40MG VIAL (N),IMMUNIZATION / BLADDER CANCER PROPHYLAXIS,"Z23, C67"
RUXOLITINIB,OPZELURA 1.5% CREAM 100g (N),GRAFT VERSUS HOST DISEASE,D89.81
RUXOLITINIB,OPZELURA 1.5% CREAM 100g (N),POLYCYTHEMIA VERA,D45
RUXOLITINIB,OPZELURA 1.5% CREAM 100g (N),T-CELL LYMPHOMA,C84
RUXOLITINIB,OPZELURA 1.5% CREAM 100g (N),"MYELOFIBROSIS-SYMPTOMATIC, LOW-RISK","C94.4, C94.5"
ORAL POLIO (OPV),ORAL POLIO (B OPV) 20 DOSE VIAL (N),NEED FOR IMMUNIZATION,"Z23, Z24, Z25, Z26"
ORAL POLIO (OPV),ORAL POLIO (B OPV) 20 DOSE VIAL(N) (UMC),NEED FOR IMMUNIZATION,"Z23, Z24, Z25, Z26"
OSELTAMIVIR,OSELTAMIVIR 6MG/ML POWDER FOR ORAL SUSPENSION 60ML (N),TRAVEL RELATED INFECTIONS-TREATMENT,"B06, B50, B51, B52, B53, B54, B55, B26, A00, A01.0, A39, A83.0, A95, A97, J09, J11, B34.2, B97.2, A35, A36, A37.0, A20, A92, A80, A27, A15, A16, A22"
OSELTAMIVIR,OSELTAMIVIR 6MG/ML POWDER FOR ORAL SUSPENSION 60ML (N),TRAVEL RELATED INFECTIONS-INFLUENZA PROPHYLAXIS,"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19"
OSELTAMIVIR,OSELTAMIVIR 6MG/ML POWDER FOR ORAL SUSPENSION 60ML (N),SICKLE CELL DISEASE - INFLUENZA,D57
OSELTAMIVIR,OSELTAMIVIR 6MG/ML POWDER FOR ORAL SUSPENSION 60ML (N),COMMUNITY ACQUIRED PNEUMONEA,J18.9
OSELTAMIVIR,OSELTAMIVIR 75 MG CAP 10'S (N),TRAVEL RELATED INFECTIONS-TREATMENT,"B06, B50, B51, B52, B53, B54, B55, B26, A00, A01.0, A39, A83.0, A95, A97, J09, J11, B34.2, B97.2, A35, A36, A37.0, A20, A92, A80, A27, A15, A16, A22"
OSELTAMIVIR,OSELTAMIVIR 75 MG CAP 10'S (N),TRAVEL RELATED INFECTIONS-INFLUENZA PROPHYLAXIS,"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19"
OSELTAMIVIR,OSELTAMIVIR 75 MG CAP 10'S (N),SICKLE CELL DISEASE - INFLUENZA,D57
OSELTAMIVIR,OSELTAMIVIR 75 MG CAP 10'S (N),COMMUNITY ACQUIRED PNEUMONEA,J18.9
OXACILLIN,"OXACILLIN INJ 1g VIAL FOR IM, IV 1'S (N)",BACTERIAL INFECTIOUS DISEASES,A00-B99
BENOXINATE (OXYBUPROCAINE HYDROCLORIDE),OXYBUPROCAINE 0.4% EYE DROPS ( MINIMS -20'S) (N),OPHTHALMIC ANAESTHESIA,"Z01.00, H25"
OXYBUTYNIN,OXYBUTYNIN 5 MG TAB-100'S(N),BLADDER NECK OBSTRUCTION,N32.0
OXYBUTYNIN,OXYBUTYNIN 5 MG TAB-100'S(N),URINARY INCONTINENCE,R32
OXYBUTYNIN,OXYBUTYNIN 5mg/5ml Syrup 473ML (N),BLADDER NECK OBSTRUCTION,N32.0
OXYBUTYNIN,OXYBUTYNIN 5mg/5ml Syrup 473ML (N),URINARY INCONTINENCE,R32
OXYTOCIN,OXYTOCIN 10 IU/ML (5 IU/0.5 ML) INJ 1ML AMP (N),ANESTHESIA-OBSTETRIC USE/ FACILITATING UTERINE CONTRACTION,"Y48, T41, T88.2, T88.5"
OXYTOCIN,OXYTOCIN 10 IU/ML (5 IU/0.5 ML) INJ 1ML AMP (N),MATERNAL AND CHILD HEALTHCARE- POSTPARTUM HEMORRHAGE,"O72, O82, O84.2"
PACLITAXEL,PACLITAXEL 100MG/16.7ML INJ 1'S (N),TESTICULAR CANCER,C62
PACLITAXEL,PACLITAXEL 100MG/16.7ML INJ 1'S (N),VAGINAL AND VULVAR CANCERS,"C51, C52"
PACLITAXEL,PACLITAXEL 100MG/16.7ML INJ 1'S (N),ESOPHAGEAL CANCER,C15
PACLITAXEL,PACLITAXEL 100MG/16.7ML INJ 1'S (N),GASTRIC CANCER,C16
PACLITAXEL,PACLITAXEL 100MG/16.7ML INJ 1'S (N),BREAST CANCER EARLY HER-2 -VE,"C50, C79.81, D05"
PACLITAXEL,PACLITAXEL 100MG/16.7ML INJ 1'S (N),BREAST CANCER HER-2 +VE,"C50, C79.81, D05"
PACLITAXEL,PACLITAXEL 100MG/16.7ML INJ 1'S (N),BREAST CANCER MET.HER-2 +VE,"C50, C79.81, D05"
PACLITAXEL,PACLITAXEL 100MG/16.7ML INJ 1'S (N),"RENAL CELL CARCINOMA (RCC)-COLLECTING DUCT, MEDULLARY NON-CC RCC",C64
PACLITAXEL,PACLITAXEL 100MG/16.7ML INJ 1'S (N),ANAL CANCER,C21
PACLITAXEL,PACLITAXEL 100MG/16.7ML INJ 1'S (N),HEAD AND NECK CANCER,"C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14
C30, C31, C32, C33, C76.0"
PACLITAXEL,PACLITAXEL 100MG/16.7ML INJ 1'S (N),BLADDER CANCER,C67
PACLITAXEL,PACLITAXEL 100MG/16.7ML INJ 1'S (N),ENDOMETRIAL CANCER,C54.1
PACLITAXEL,PACLITAXEL 100MG/16.7ML INJ 1'S (N),THYROID CANCER-ANAPLASTIC CARCINOMA,C73
PACLITAXEL,PACLITAXEL 100MG/16.7ML INJ 1'S (N),OVARIAN CANCER,C56
PACLITAXEL,PACLITAXEL 100MG/16.7ML INJ 1'S (N),SMALL CELL LUNG CANCER (SCLC),C34
PACLITAXEL,PACLITAXEL 100MG/16.7ML INJ 1'S (N),NON-SMALL-CELL LUNG CARCINOMA (NSCLC),C34
PACLITAXEL,PACLITAXEL 100MG/16.7ML INJ 1'S (N),BREAST CANCER MET.HER-2 -VE,"C50, C79.81, D05"
PACLITAXEL,PACLITAXEL 100MG/16.7ML INJ 1'S (N),Cervical Cancer,C53
PACLITAXEL,PACLITAXEL 300 MG / 50 ML VIAL 1'S(N),TESTICULAR CANCER,C62
PACLITAXEL,PACLITAXEL 300 MG / 50 ML VIAL 1'S(N),VAGINAL AND VULVAR CANCERS,"C51, C52"
PACLITAXEL,PACLITAXEL 300 MG / 50 ML VIAL 1'S(N),ESOPHAGEAL CANCER,C15
PACLITAXEL,PACLITAXEL 300 MG / 50 ML VIAL 1'S(N),GASTRIC CANCER,C16
PACLITAXEL,PACLITAXEL 300 MG / 50 ML VIAL 1'S(N),BREAST CANCER EARLY HER-2 -VE,"C50, C79.81, D05"
PACLITAXEL,PACLITAXEL 300 MG / 50 ML VIAL 1'S(N),BREAST CANCER HER-2 +VE,"C50, C79.81, D05"
PACLITAXEL,PACLITAXEL 300 MG / 50 ML VIAL 1'S(N),BREAST CANCER MET.HER-2 +VE,"C50, C79.81, D05"
PACLITAXEL,PACLITAXEL 300 MG / 50 ML VIAL 1'S(N),"RENAL CELL CARCINOMA (RCC)-COLLECTING DUCT, MEDULLARY NON-CC RCC",C64
PACLITAXEL,PACLITAXEL 300 MG / 50 ML VIAL 1'S(N),ANAL CANCER,C21
PACLITAXEL,PACLITAXEL 300 MG / 50 ML VIAL 1'S(N),HEAD AND NECK CANCER,"C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14
C30, C31, C32, C33, C76.0"
PACLITAXEL,PACLITAXEL 300 MG / 50 ML VIAL 1'S(N),BLADDER CANCER,C67
PACLITAXEL,PACLITAXEL 300 MG / 50 ML VIAL 1'S(N),ENDOMETRIAL CANCER,C54.1
PACLITAXEL,PACLITAXEL 300 MG / 50 ML VIAL 1'S(N),THYROID CANCER-ANAPLASTIC CARCINOMA,C73
PACLITAXEL,PACLITAXEL 300 MG / 50 ML VIAL 1'S(N),OVARIAN CANCER,C56
PACLITAXEL,PACLITAXEL 300 MG / 50 ML VIAL 1'S(N),SMALL CELL LUNG CANCER (SCLC),C34
PACLITAXEL,PACLITAXEL 300 MG / 50 ML VIAL 1'S(N),NON-SMALL-CELL LUNG CARCINOMA (NSCLC),C34
PACLITAXEL,PACLITAXEL 300 MG / 50 ML VIAL 1'S(N),BREAST CANCER MET.HER-2 -VE,"C50, C79.81, D05"
PACLITAXEL,PACLITAXEL 300 MG / 50 ML VIAL 1'S(N),Cervical Cancer,C53
IXAZOMIB CITRATE,PAMIDRONATE 3MG/ML INJ 10ML VIAL(N),LYMPHOPLASMACYTIC LYMPHOMA,C83
IXAZOMIB CITRATE,PAMIDRONATE 3MG/ML INJ 10ML VIAL(N),MULTIPLE MYELOMA,C90.0
IXAZOMIB CITRATE,PAMIDRONATE 3MG/ML INJ 10ML VIAL(N),AMYLOIDOSIS - LIGHT CHAIN,E85.81
PAPAVERINE,PAPAVERINE 30 MG/2ML INJ AMP 1'S(N),PERIPHERAL VASCULAR DISEASE / ERECTILE DYSFUNCTION,"I73, N52"
PAPAVERINE,PAPAVERINE 30 MG/ML INJ (2ML) AMP 1'S(N),PERIPHERAL VASCULAR DISEASE / ERECTILE DYSFUNCTION,"I73, N52"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),BACTRIAL INFECTIONS OF THE GASTROINTESTINAL TRACT- H-PYLORI ERADICATION-SALVAGE THERAPIES,"A04.9, B96.81"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),HIP AND KNEE REPLACEMENT SURGERY,"Z96.64, Z96.65"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),BARIATRIC SURGERY,Z98.84
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),DYSPEPSIA,K30
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),PEPTIC ULCER,"K25, K26, K27"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),MIGRAINE/ HEADACHE,G43
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),THROMBOTIC THROMBOCYTOPENIC PURPURA,D69.49
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),ANESTHESIA-SUPPORTIVE AGENTS/ ASPIRATION PNEUMONIA PROPHYLAXIS,"Y48, T41, T88.2, T88.5"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),GASTROESOPHAGEAL REFLUX DISEASE (GERD),K21
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),Septic Shock,"R57.2, R65.21"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),MARGINAL ZONE LYMPHOMA,C88.4
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),CORONARY ARTERY DISEASE,"I20, I25"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),NON-ST WAVE ELEVATED MYOCARDIAL INFARCTION (NSTEMI),I21.4
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),ST-WAVE ELEVATED MYOCARDIAL INFARCTION (STEMI),"I21.0, I21.1, I21.2, I21.3"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),BACTRIAL INFECTIONS OF THE GASTROINTESTINAL TRACT- H-PYLORI ERADICATION-EVIDENCE BASED FIRST LINE TREATMENT STRATEGY,"A04.9, B96.81"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),DENTAL ABSCESS-DENTAL PAIN,"K04.6, K04.7"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),"ENTEROPATHIC ARTHROPATHIES, UNSPECIFIED SITE

REACTIVE ARTHROPATHY, UNSPECIFIED","M07.60, M02.9"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),PAIN MANAGEMENT IN CANCER PATIENTS,"R52, G89.3"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),POSTOPERATIVE PAIN,G89.18
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),RHEUMATOID ARITHRITIS-SUPPORTIVE CARE AND ADRS MANAGEMENT,"M05, M06"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),TUBERCULOSIS-SUPPORTIVE CARE,"A16.9, A16.7, A15, A16"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),LOW BACK PAIN,M54.5
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),MYASTHENIA GRAVIS,"G70, P94.0"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 2MG/ML ORAL SUS 75ML(N),PSORIATIC ARTHRITIS,"M07, L40.5"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),BACTRIAL INFECTIONS OF THE GASTROINTESTINAL TRACT- H-PYLORI ERADICATION-SALVAGE THERAPIES,"A04.9, B96.81"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),HIP AND KNEE REPLACEMENT SURGERY,"Z96.64, Z96.65"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),BARIATRIC SURGERY,Z98.84
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),DYSPEPSIA,K30
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),PEPTIC ULCER,"K25, K26, K27"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),MIGRAINE/ HEADACHE,G43
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),THROMBOTIC THROMBOCYTOPENIC PURPURA,D69.49
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),ANESTHESIA-SUPPORTIVE AGENTS/ ASPIRATION PNEUMONIA PROPHYLAXIS,"Y48, T41, T88.2, T88.5"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),GASTROESOPHAGEAL REFLUX DISEASE (GERD),K21
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),Septic Shock,"R57.2, R65.21"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),MARGINAL ZONE LYMPHOMA,C88.4
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),CORONARY ARTERY DISEASE,"I20, I25"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),NON-ST WAVE ELEVATED MYOCARDIAL INFARCTION (NSTEMI),I21.4
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),ST-WAVE ELEVATED MYOCARDIAL INFARCTION (STEMI),"I21.0, I21.1, I21.2, I21.3"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),BACTRIAL INFECTIONS OF THE GASTROINTESTINAL TRACT- H-PYLORI ERADICATION-EVIDENCE BASED FIRST LINE TREATMENT STRATEGY,"A04.9, B96.81"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),DENTAL ABSCESS-DENTAL PAIN,"K04.6, K04.7"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),"ENTEROPATHIC ARTHROPATHIES, UNSPECIFIED SITE

REACTIVE ARTHROPATHY, UNSPECIFIED","M07.60, M02.9"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),PAIN MANAGEMENT IN CANCER PATIENTS,"R52, G89.3"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),POSTOPERATIVE PAIN,G89.18
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),RHEUMATOID ARITHRITIS-SUPPORTIVE CARE AND ADRS MANAGEMENT,"M05, M06"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),TUBERCULOSIS-SUPPORTIVE CARE,"A16.9, A16.7, A15, A16"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),LOW BACK PAIN,M54.5
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),MYASTHENIA GRAVIS,"G70, P94.0"
OMEPRAZOLE,PEDIPPI (OMEPRAZOLE) 4MG/ML ORAL SUS 75ML(N),PSORIATIC ARTHRITIS,"M07, L40.5"
"ELECTROLYTE, TRACE ELEMENTS",PEDTRACE PED TRACE ELEMENTS 10ML INJECTION (N),ELECTROLYTE AND TRACE ELEMENT DEFICIENCY,"E61, E63"
PENICILLAMINE,PENICILLAMINE 250 MG CAP 30'S (N),RENAL AND URETERIC STONES,"N20, N20.1, N20.2, N20.9, Q63.82, N23"
PENICILLIN G,PENICILLIN - G SOD 1 MILLION UNITS - IV/IM(N),BACTERIAL INFECTIOUS DISEASES,A00-B99
PENICILLIN G BENZATHINE,PENICILLIN G BENZATHINE 1.2 MIU FOR IM INJ (N),BACTERIAL INFECTIOUS DISEASES,A00-B99
PENICILLIN V POTASSIUM,PENICILLIN V POTASSIUM 250MG TAB 100'S (N),BACTERIAL INFECTIOUS DISEASES,A00-B99
PENTOSAN POLYSULFATE,PENTOSAN POLYSULFATE SODIUM 100 MG CAP 100'S (N),INTERSTITIAL CYSTITIS,N30.1 - Interstitial cystitis (chronic)
PHENOBARBITAL,PHENOBARBITAL ORAL SOLN BP 15MG/ 5ML -100 ML(N),EPILEPSY / STATUS EPILEPTICUS,"G40, G41"
PHENTOLAMINE,PHENTOLAMINE 10MG/1ML INJ (N),HYPERTENSION / SECONDARY HYPERTENSION,"I10, I15"
PHENYLEPHRINE,PHENYLephrine 10MG/ML INJECTION- 1'S (N),HYPOTENSION / MYDRIASIS / NASAL CONGESTION,"I95, H10, J30"
PHENYLEPHRINE,PHENYLEPHRINE-2.5% DROPS ( MINIMS -20'S) (N),HYPOTENSION / MYDRIASIS / NASAL CONGESTION,"I95, H10, J30"
PHENYTOIN SODIUM,PHENYTOIN 250 MG/ 5 ML AMP 1'S(N),FOCAL SEIZURES,G40.0
PHENYTOIN SODIUM,PHENYTOIN 250 MG/ 5 ML AMP 1'S(N),STATUS EPILEPTICUS,G40.501
PHENYTOIN SODIUM,PHENYTOIN 30 MG / 5 ML SUS 500 ML (N),FOCAL SEIZURES,G40.0
PHENYTOIN SODIUM,PHENYTOIN 30 MG / 5 ML SUS 500 ML (N),STATUS EPILEPTICUS,G40.501
SODIUM PHOSPHATES,PHOSPHATE SANDOZ 500MG TEF 20'S(N),PHOSPHATE DEFICIENCY,E83.3 - Disordersof phosphorus metabolism and phosphatases
PHYTOMENADIONE,PHYTOMENADIONE (Vitamin K1) PAED 2MG/0.2ML AMP 1'S (N),VENOUS THROMBOEMBOLISM DISEASE (VTE)-LIFE-THREATENING BLEEDING DUE TO ANTICOAGULANTS,I82
PHYTOMENADIONE,PHYTOMENADIONE (Vitamin K1) PAED 2MG/0.2ML AMP 1'S (N),ANESTHESIA-SUPPORTIVE AGENTS/ MANAGEMENT OF BLEEDING,"Y48, T41, T88.2, T88.5"
PHYTOMENADIONE,PHYTOMENADIONE (Vitamin K1) PAED 2MG/0.2ML AMP 1'S (N),ACUTE LIVER FAILURE - COAGULOPATHY,K72.0
PHYTOMENADIONE,PHYTOMENADIONE (Vitamin K1) PAED 2MG/0.2ML AMP 1'S (N),HEREDITARY TYROSINEMIA TYPE 1 - VITAMIN K DEFICIENCY,E70.21
PHYTOMENADIONE,PHYTOMENADIONE (Vitamin K1) PAED 2MG/0.2ML AMP 1'S (N),DEFICIENCY OF VITAMIN K,E56.1
PHYTOMENADIONE,PHYTOMENADIONE (Vitamin K1) PAED 2MG/0.2ML AMP 1'S (N),"MATERNAL AND CHILD HEALTHCARE- PERINATAL,INTRAPARTUM AND POSTPARTUM CARE","O26.8, O26.9, O80, O84, O84.8, O84.9"
PHYTOMENADIONE,PHYTOMENADIONE (Vitamin K1) PAED 2MG/0.2ML AMP 1'S (N),DYSPEPSIA,K30
PHYTOMENADIONE,PHYTOMENADIONE (Vitamin K1) PAED 2MG/0.2ML AMP 1'S (N),PEPTIC ULCER,"K25, K26, K27"
PILOCARPINE HYDROCHLORIDE,PILOCARPINE HCL 5MG TAB 100'S (N),OPEN ANGLE GLUCOMA,H40.1
PILOCARPINE HYDROCHLORIDE,PILOCARPINE HCL 5MG TAB 100'S (N),SJOGREN'S SYNDROME,M35.0
PIRACETAM,PIRACETAM 800 MG TAB 30'S(N),MYOCLONIC EPILEPSY / COGNITIVE DISORDERS,"G25.0, G40, F01"
AMANTADINE SULPHATE,PK MERZ 200 MG INF IV 500ML(N),PARKINSON'S DISEASE,"G20, G21, G22"
POTASSIUM ACETATE,POTASSIUM ACETATE 40 mEq/20ml INJ vial 1'S (N),DIARRHEA,K59.1
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE 600 MG TAB 100'S (N),DIABETIC KETOACIDOSIS,"E10.1, E11.1"
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE 600 MG TAB 100'S (N),CONSTIPATION,K59.1
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE 600 MG TAB 100'S (N),DIARRHEA,K59.1
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE 600 MG TAB 100'S (N),BURKITT`S LYMPHOMA,C83.7
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE 600 MG TAB 100'S (N),DIFFUSE LARGE B-CELL LYMPHOMA (DLBCL),C83.3
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE 600 MG TAB 100'S (N),FOLLICULAR LYMPHOMA,C82
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE 600 MG TAB 100'S (N),HODGKIN'S LYMPHOMA,C81
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE 600 MG TAB 100'S (N),MANTLE CELL LYMPHOMA,C83.1
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE 600 MG TAB 100'S (N),"ANESTHESIA-SUPPORTIVE AGENTS/ CARDIAC ARREST, CARDIOVASCULAR EMERGENCIES AND/OR DYSRHYTHMIAS","Y48, T41, T88.2, T88.5"
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE 600 MG TAB 100'S (N),GASTRIC CANCER-RENAL TOXICITY,C16
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE 600 MG TAB 100'S (N),MULTIPLE MYELOMA,C90.0
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE 600 MG TAB 100'S (N),T-CELL LYMPHOMA-RENAL TOXICITY,C84
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE 600 MG TAB 100'S (N),ESOPHAGEAL CANCER-RENAL TOXICITY,C15
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE SYR 100 ML(N),DIABETIC KETOACIDOSIS,"E10.1, E11.1"
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE SYR 100 ML(N),CONSTIPATION,K59.1
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE SYR 100 ML(N),DIARRHEA,K59.1
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE SYR 100 ML(N),BURKITT`S LYMPHOMA,C83.7
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE SYR 100 ML(N),DIFFUSE LARGE B-CELL LYMPHOMA (DLBCL),C83.3
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE SYR 100 ML(N),FOLLICULAR LYMPHOMA,C82
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE SYR 100 ML(N),HODGKIN'S LYMPHOMA,C81
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE SYR 100 ML(N),MANTLE CELL LYMPHOMA,C83.1
