SCIENTIFIC NAME,TRADE NAME,INDICATION,ICD 10 CODE
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),CYSTIC FIBROSIS,E84
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),ENDOCARDITIS,I33.0
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),CYSTOISOSPORIASIS,A07.2
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),"PREVENTION AND CHEMOPROPHYLAXIS OF BACTERIAL MENINGITIS- MENINGITIS, MENINGOCOCCAL INFECTIONS PREVENTION (CHEMOPROPHYLAXIS)","A39, G00"
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),BACTERIAL SKIN INFECTIONS - NECROTIZING FASCIITIS,M72.6
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),BACTERIAL SKIN INFECTIONS - SURGICAL SITE INFECTIONS,T81.4
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),BRUCELLOSIS,A23
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),RENAL TRANSPLANT,Z94.0
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),ACUTE PYELONEPHRITIS,N10
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),CROHN'S DISEASE,K50
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),Pyogenic Arthritis,M00
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),RECURRENT URINARY TRACT INFECTIONS (UTI),"N39.0, Z87.4"
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),BACTRIAL INFECTIONS OF THE GASTROINTESTINAL TRACT - CAMPYLOBACTER INFECTIONS,"A04.9, A04.5"
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),BACTRIAL INFECTIONS OF THE GASTROINTESTINAL TRACT - SHIGELLA INFECTIONS,"A04.9, A03"
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),BACTRIAL INFECTIONS OF THE GASTROINTESTINAL TRACT - TYPHOID AND PARATYPHOID FEVERS,"A04.9, A01"
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),BACTRIAL INFECTIONS OF THE GASTROINTESTINAL TRACT - VIBRIO CHOLERAE,"A04.9, A00"
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),BACTRIAL INFECTIONS OF THE GASTROINTESTINAL TRACT- ENTEROPATHOGENIC ESCHERICHIA COLI,"A04.9, A04.0"
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),INTRA-ABDOMINAL INFECTIONS,"K35, K81, K83, K57, K63, K26, S36"
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),BACTERIAL MENINGITIS,A39
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),TRAVEL RELATED INFECTIONS-TREATMENT,"B06, B50, B51, B52, B53, B54, B55, B26, A00, A01.0, A39, A83.0, A95, A97, J09, J11, B34.2, B97.2, A35, A36, A37.0, A20, A92, A80, A27, A15, A16, A22"
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),BACTRIAL INFECTIONS OF THE GASTROINTESTINAL TRACT - OTHER SALMONELLA INFECTIONS,"A04.9, A02"
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),PERITONITIS,K65
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),BARIATRIC SURGERY,Z98.84
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),ACUTE BACTERIAL PROSTATITIS,N41.0
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),ACUTE PANCREATITIS,K85
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),ORCHITIS AND EPIDIDYMITIS,N45
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),HOSPITAL AND VENTILATER ACQUIRED PNEUMONIA,"J18.9, J95. 851"
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),TRAVELLER'S DIARRHEA,A09.0
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),LOWER URINARY TRACT INFECTIONS,"N30.0, N33.0, N34.0"
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),Septic Shock,"R57.2, R65.21"
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),ANTIBIOTIC SURGICAL PROPHYLAXIS,Z29.9
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),OTITIS MEDIA,"H66.1, H66.2, H66.3"
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),OTITIS EXTERNA,H60
CIPROFLOXACIN,CIPROFLOXACIN 250MG/5ML ORAL SOLUTION 100ML (N),MUCOPURULENT CONJUCTIVITIS - GONOCOCCAL INFECTION OF THE EYE - CHLAMYDIAL CONJUNCTIVITIS,"H10.0, A54.31, A74.0"
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),"RENAL CELL CARCINOMA (RCC)-COLLECTING DUCT, MEDULLARY NON-CC RCC",C64
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),MULTIPLE MYELOMA,C90.0
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),BREAST CANCER - TRIPLE NEGATIVE,"C50, C79.81, D05"
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),ESOPHAGEAL CANCER,C15
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),GASTRIC CANCER,C16
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),BRAIN CANCERS,C71.9
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),ANAL CANCER,C21
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),BLADDER CANCER,C67
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),ENDOMETRIAL CANCER,C54.1
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),NEUROENDOCRINE TUMORS,C07
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),THYROID CANCER-ANAPLASTIC CARCINOMA,C73
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),MESOTHELIOMA,C45
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),OVARIAN CANCER,C56
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),Cervical Cancer,C53
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),T-CELL LYMPHOMA,C84
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),SMALL CELL LUNG CANCER (SCLC),C34
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),NON-SMALL-CELL LUNG CARCINOMA (NSCLC),C34
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),BILIARY TRACT CANCER,C22.1
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),TESTICULAR CANCER,C62
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),BONE SARCOMAS,"C40, C41"
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),VAGINAL AND VULVAR CANCERS,"C51, C52"
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),MALIGNANT NEOPLASM OF THE PANCREAS,C25
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),HEAD AND NECK CANCER,"C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14
C30, C31, C32, C33, C76.0"
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),DIFFUSE LARGE B-CELL LYMPHOMA (DLBCL),C83.3
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),FOLLICULAR LYMPHOMA,C82
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),HODGKIN'S LYMPHOMA,C81
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),MANTLE CELL LYMPHOMA,C83.1
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),Neuroblastoma,C74.9
CISPLATIN,CISPLATIN 100MG/100 ML -VIAL 1'S (N),BURKITT`S LYMPHOMA,C83.7
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),"RENAL CELL CARCINOMA (RCC)-COLLECTING DUCT, MEDULLARY NON-CC RCC",C64
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),MULTIPLE MYELOMA,C90.0
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),BREAST CANCER - TRIPLE NEGATIVE,"C50, C79.81, D05"
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),ESOPHAGEAL CANCER,C15
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),GASTRIC CANCER,C16
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),BRAIN CANCERS,C71.9
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),ANAL CANCER,C21
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),BLADDER CANCER,C67
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),ENDOMETRIAL CANCER,C54.1
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),NEUROENDOCRINE TUMORS,C07
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),THYROID CANCER-ANAPLASTIC CARCINOMA,C73
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),MESOTHELIOMA,C45
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),OVARIAN CANCER,C56
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),Cervical Cancer,C53
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),T-CELL LYMPHOMA,C84
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),SMALL CELL LUNG CANCER (SCLC),C34
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),NON-SMALL-CELL LUNG CARCINOMA (NSCLC),C34
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),BILIARY TRACT CANCER,C22.1
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),TESTICULAR CANCER,C62
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),BONE SARCOMAS,"C40, C41"
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),VAGINAL AND VULVAR CANCERS,"C51, C52"
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),MALIGNANT NEOPLASM OF THE PANCREAS,C25
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),HEAD AND NECK CANCER,"C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14
C30, C31, C32, C33, C76.0"
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),DIFFUSE LARGE B-CELL LYMPHOMA (DLBCL),C83.3
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),FOLLICULAR LYMPHOMA,C82
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),HODGKIN'S LYMPHOMA,C81
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),MANTLE CELL LYMPHOMA,C83.1
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),Neuroblastoma,C74.9
CISPLATIN,CISPLATIN 50MG/50 ML -VIAL 1'S (N),BURKITT`S LYMPHOMA,C83.7
CLADRIBINE,CLADRIBINE 10MG/10 ML VIAL 1'S(N),MULTIPLE SCLEROSIS,G35
CLADRIBINE,CLADRIBINE 10MG/10 ML VIAL 1'S(N),LYMPHOPLASMACYTIC LYMPHOMA,C83
CLADRIBINE,CLADRIBINE 10MG/10 ML VIAL 1'S(N),NON-HODGKIN LYMPHOMA,C83
CLINDAMYCIN,CLINDAMYCIN 600MG/4ML VIAL -1'S(N),BACTERIAL INFECTIONS / SKIN INFECTIONS,"A00-B99, L08"
CLINDAMYCIN,CLINDAMYCIN 75MG/5ML ORAL SUSP 100 ML (N),BACTERIAL INFECTIONS / SKIN INFECTIONS,"A00-B99, L08"
CLONIDINE,CLONIDINE 100 MCG TAB 100'S (N),HYPERTENSION / OPIOID WITHDRAWAL,"I10, F10.3"
CLONIDINE,CLONIDINE 150 MCG TAB 100'S (N),HYPERTENSION / OPIOID WITHDRAWAL,"I10, F10.3"
CLONIDINE,CLONIDINE 150 MCG/ML AMP 1'S (N),HYPERTENSION / OPIOID WITHDRAWAL,"I10, F10.3"
CLOXACILLIN,CLOXACILLIN 500MG VIALS (N),OSTEOMYELITIS,M86
CLOXACILLIN,CLOXACILLIN 500MG VIALS (N),ENDOCARDITIS,I33.0
CLOXACILLIN,CLOXACILLIN 500MG VIALS (N),BACTERIAL SKIN INFECTIONS - ERYSIPELAS AND CELLULITIS,"A46, L03"
CLOXACILLIN,CLOXACILLIN 500MG VIALS (N),BACTERIAL SKIN INFECTIONS - GAS GANGRENE,A48.0
CLOXACILLIN,CLOXACILLIN 500MG VIALS (N),"BACTERIAL SKIN INFECTIONS - PURULENT SKIN AND SOFT TISSUE INFECTIONS (CUTANEOUS ABSCESSES, FURUNCLES, CARBUNCLES)",L02
CLOXACILLIN,CLOXACILLIN 500MG VIALS (N),HOSPITAL AND VENTILATER ACQUIRED PNEUMONIA,"J18.9, J95. 851"
CLOXACILLIN,CLOXACILLIN 500MG VIALS (N),Pyogenic Arthritis,M00
COLCHICINE,COLCHICINE 0.5 MG TAB 10'S(N),GOUT / FAMILIAL MEDITERRANEAN FEVER,"M10, M04"
COLISTIMETHATE,COLISTIN 2 MILLION INJ.VIAL 1'S (N),BACTERIAL INFECTIOUS DISEASES,A00-B99
CO-TRIMOXAZOLE,CO-TRIMOXAZOLE 400/80 MG IV INJ 5ML (N),BACTERIAL INFECTIOUS DISEASES,A00-B99
PANCREATIN,CREON -(PANCREATIN 150 MG) 10000 CAP 100'S (N),EXOCRINE PANCREATIC INSUFFICIENCY,K86.1
PANCREATIN,CREON -(PANCREATIN 150 MG) 10000 CAP 100'S (N),CHRONIC PANCREATITIS,K86.0
"HISTIDINE, TRYPTOPHAN, KETOGLUTARATE",CUSTODIOL HTK (HISTIDINE-TRYPTOPHAN-KETOGLUTARATE) SOLN 1000 ML -BOTTLE(N),DEHYDRATION,E86 - Volume depletion
"HISTIDINE, TRYPTOPHAN, KETOGLUTARATE",CUSTODIOL HTK (HISTIDINE-TRYPTOPHAN-KETOGLUTARATE) SOLN 1000 ML -BOTTLE(N),ELECTROLYTE IMBALANCE,"E87 - Other disordersof fluid, electrolyte and acid- base balance"
VITAMIN B12,CYANOCOBALAMIN STEROP(Vit B12) 1MG/1ML INJ/ORAL SOLN AMP 1'S(N),VITAMIN B12 DEFICIENCY ANAEMIA,D51 - Vitamin B12 deficiency anaemia
CYCLOPENTOLATE,CYCLOPENTOLATE-1% DROPS (MINIMS -20'S)(N),NON-INFECTIOUS UVEITIS,"H20, M05.2, M08.2, M35.2, M45.6"
CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE 4MG TAB 100'S (N),BACTERIAL TONSILLOPHARYNGITIS TREATMENT AND PREVENTION,"J03, J35.0"
CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE 4MG TAB 100'S (N),ALLERGIC CONJUCTIVITIS (AC),H10.1
CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE 4MG TAB 100'S (N),TUBERCULOSIS-SUPPORTIVE CARE,"A16.9, A16.7, A15, A16"
CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE 4MG TAB 100'S (N),ACUTE COUGH,R05
CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE 4MG TAB 100'S (N),HUMAN IMMUNODEFICIENCY VIRUS,B20
CYPROTERONE ACETATE,CYPROTERONE 50MG TAB 30'S (N),PROSTATE CANCER / HYPERANDROGENISM / GENDER DYSPHORIA,"C61, E25, F64.0"
CYPROTERONE ACETATE,CYPROTERONE 50MG TAB 50'S (N),PROSTATE CANCER / HYPERANDROGENISM / GENDER DYSPHORIA,"C61, E25, F64.0"
DACARBAZINE,DACARBAZINE 200 MG -VIAL 1'S(N),MELANOMA,C43
DACARBAZINE,DACARBAZINE 200 MG -VIAL 1'S(N),THYROID CANCER-MEDULLARY CARCINOMA,C73
DACARBAZINE,DACARBAZINE 200 MG -VIAL 1'S(N),HODGKIN'S LYMPHOMA,C81
DACARBAZINE,DACARBAZINE 200 MG -VIAL 1'S(N),PARATHYROID CANCER,C75
DACARBAZINE,DACARBAZINE 200 MG -VIAL 1'S(N),SOFT TISSUE SARCOMA - LEIOMYOSARCOMA & LIPOSARCOMA,C49
DACTINOMYCIN,DACTINOMYCIN 500 MCG VIAL(N),SOFT TISSUE SARCOMA / WILMS TUMOUR / RHABDOMYOSARCOMA,"C49, C62, C64"
DANTROLENE,DANTRIUM IV 20MG (N),MALIGNANT HYPERTHERMIA / SPASTICITY,"T88.3, G80"
DAPSONE,DAPSONE 100 MG TAB 28'S (N),LEPROSY,A30
DAPSONE,DAPSONE 100 MG TAB 28'S (N),PEMPHIGOID,L12
DAUNORUBICIN HYDROCHLORIDE,DAUNORUBICIN 20 MG INJ -VIAL 1'S (N),ACUTE LYMPHOBLASTIC LEUKAEMIA / ACUTE MYELOID LEUKAEMIA,"C91.0, C92.0"
DAUNORUBICIN HYDROCHLORIDE,DAUNORUBICIN 20MG/4ML-VIAL 1'S(N),ACUTE LYMPHOBLASTIC LEUKAEMIA / ACUTE MYELOID LEUKAEMIA,"C91.0, C92.0"
DEFERIPRONE,DEFERIPRONE 500 MG TAB 100'S(N),SICKLE CELL DISEASE - IRON OVERLOAD MANAGEMENT,D57
DEFERIPRONE,DEFERIPRONE 500 MG TAB 100'S(N),HEMOCHROMATOSIS,E83.11
DEFERIPRONE,DEFERIPRONE 500 MG TAB 100'S(N),THALASSEMIA,D56
DEOXYCHOLIC ACID,DEOXYCHOLIC ACID (MCCM) 10% VIAL 1'S (N),SUBMENTAL FAT / LIPOMA,"E65, L98.1"
-,DEPOPROVERA 150 MG VIAL (N),CONTRACEPTIVE MANAGEMENT,Z30 - Contrac eptive management
DEXAMETHASONE,DEXAMETHASONE 0.5 MG TAB 100'S (N),CYSTOID MACULAR EDEMA,"H26.4, H26.8"
DEXAMETHASONE,DEXAMETHASONE 0.5 MG TAB 100'S (N),THROMBOTIC THROMBOCYTOPENIC PURPURA,D69.49
DEXAMETHASONE,DEXAMETHASONE 0.5 MG TAB 100'S (N),NON-INFECTIOUS UVEITIS,"H30, H44.1, M05.2, M08.2, M35.2, M45.6"
DEXAMETHASONE,DEXAMETHASONE 0.5 MG TAB 100'S (N),DIABETIC RETINOPATHY,"H36.0, H35.2, H35.1, H35.0, E14.34, E14.33, E14.32, E14.31, E13.34, E13.33, E13.32, E13.31, E11.34, E11.33, E11.32, E11.31, E10.34, E10.33, E10.31, E10.32"
DEXAMETHASONE,DEXAMETHASONE 0.5 MG TAB 100'S (N),LYMPHOPLASMACYTIC LYMPHOMA,C83
DEXAMETHASONE,DEXAMETHASONE 0.5 MG TAB 100'S (N),PROSTATE CANCER,"C61, D07.5"
DEXAMETHASONE,DEXAMETHASONE 0.5 MG TAB 100'S (N),CASTLEMAN DISEASE,D47.7
DEXAMETHASONE,DEXAMETHASONE 0.5 MG TAB 100'S (N),OTITIS EXTERNA,H60
DEXAMETHASONE,DEXAMETHASONE 0.5 MG TAB 100'S (N),HYPERTHYROIDISM,E05
DEXAMETHASONE,DEXAMETHASONE 0.5 MG TAB 100'S (N),PEMPHIGUS,L10
DEXAMETHASONE,DEXAMETHASONE 0.5 MG TAB 100'S (N),ANAPHYLACTIC SHOCK,T78.2
DEXAMETHASONE,DEXAMETHASONE 0.5 MG TAB 100'S (N),BACTERIAL MENINGITIS,A39
DEXAMETHASONE,DEXAMETHASONE 0.5 MG TAB 100'S (N),TREATMENT OF ALTITUDE SICKNESS,T70.2
DEXAMETHASONE,DEXAMETHASONE 0.5 MG TAB 100'S (N),Septic Shock,"R57.2, R65.21"
DEXAMETHASONE,DEXAMETHASONE 0.5 MG TAB 100'S (N),AMYLOIDOSIS - LIGHT CHAIN,E85.81
DEXAMETHASONE,DEXAMETHASONE 0.5 MG TAB 100'S (N),IMMUNE THROMBOCYPTOPENIC PUPURA,D69.3
DEXAMETHASONE,DEXAMETHASONE 0.5 MG TAB 100'S (N),VITILIGO,L80
DEXAMETHASONE,DEXAMETHASONE 0.5 MG TAB 100'S (N),CHRONIC LYMPHOCYTIC LEUKEMIA (CLL),C91.1
DEXAMETHASONE,DEXAMETHASONE 0.5 MG TAB 100'S (N),INFECTIOUS MONONUCLEOSIS,B27
DEXAMETHASONE,DEXAMETHASONE 0.5 MG TAB 100'S (N),PRIMARY ALDOSTERONISM,E26
DEXAMETHASONE,DEXAMETHASONE 2MG TAB 100'S (N),CYSTOID MACULAR EDEMA,"H26.4, H26.8"
DEXAMETHASONE,DEXAMETHASONE 2MG TAB 100'S (N),THROMBOTIC THROMBOCYTOPENIC PURPURA,D69.49
DEXAMETHASONE,DEXAMETHASONE 2MG TAB 100'S (N),NON-INFECTIOUS UVEITIS,"H30, H44.1, M05.2, M08.2, M35.2, M45.6"
DEXAMETHASONE,DEXAMETHASONE 2MG TAB 100'S (N),DIABETIC RETINOPATHY,"H36.0, H35.2, H35.1, H35.0, E14.34, E14.33, E14.32, E14.31, E13.34, E13.33, E13.32, E13.31, E11.34, E11.33, E11.32, E11.31, E10.34, E10.33, E10.31, E10.32"
DEXAMETHASONE,DEXAMETHASONE 2MG TAB 100'S (N),LYMPHOPLASMACYTIC LYMPHOMA,C83
DEXAMETHASONE,DEXAMETHASONE 2MG TAB 100'S (N),PROSTATE CANCER,"C61, D07.5"
DEXAMETHASONE,DEXAMETHASONE 2MG TAB 100'S (N),CASTLEMAN DISEASE,D47.7
DEXAMETHASONE,DEXAMETHASONE 2MG TAB 100'S (N),OTITIS EXTERNA,H60
DEXAMETHASONE,DEXAMETHASONE 2MG TAB 100'S (N),HYPERTHYROIDISM,E05
DEXAMETHASONE,DEXAMETHASONE 2MG TAB 100'S (N),PEMPHIGUS,L10
DEXAMETHASONE,DEXAMETHASONE 2MG TAB 100'S (N),ANAPHYLACTIC SHOCK,T78.2
DEXAMETHASONE,DEXAMETHASONE 2MG TAB 100'S (N),BACTERIAL MENINGITIS,A39
DEXAMETHASONE,DEXAMETHASONE 2MG TAB 100'S (N),TREATMENT OF ALTITUDE SICKNESS,T70.2
DEXAMETHASONE,DEXAMETHASONE 2MG TAB 100'S (N),Septic Shock,"R57.2, R65.21"
DEXAMETHASONE,DEXAMETHASONE 2MG TAB 100'S (N),AMYLOIDOSIS - LIGHT CHAIN,E85.81
DEXAMETHASONE,DEXAMETHASONE 2MG TAB 100'S (N),IMMUNE THROMBOCYPTOPENIC PUPURA,D69.3
DEXAMETHASONE,DEXAMETHASONE 2MG TAB 100'S (N),VITILIGO,L80
DEXAMETHASONE,DEXAMETHASONE 2MG TAB 100'S (N),CHRONIC LYMPHOCYTIC LEUKEMIA (CLL),C91.1
DEXAMETHASONE,DEXAMETHASONE 2MG TAB 100'S (N),INFECTIOUS MONONUCLEOSIS,B27
DEXAMETHASONE,DEXAMETHASONE 2MG TAB 100'S (N),PRIMARY ALDOSTERONISM,E26
DEXAMETHASONE,DEXAMETHASONE 4MG TAB 100'S (N),CYSTOID MACULAR EDEMA,"H26.4, H26.8"
DEXAMETHASONE,DEXAMETHASONE 4MG TAB 100'S (N),THROMBOTIC THROMBOCYTOPENIC PURPURA,D69.49
DEXAMETHASONE,DEXAMETHASONE 4MG TAB 100'S (N),NON-INFECTIOUS UVEITIS,"H30, H44.1, M05.2, M08.2, M35.2, M45.6"
DEXAMETHASONE,DEXAMETHASONE 4MG TAB 100'S (N),DIABETIC RETINOPATHY,"H36.0, H35.2, H35.1, H35.0, E14.34, E14.33, E14.32, E14.31, E13.34, E13.33, E13.32, E13.31, E11.34, E11.33, E11.32, E11.31, E10.34, E10.33, E10.31, E10.32"
DEXAMETHASONE,DEXAMETHASONE 4MG TAB 100'S (N),LYMPHOPLASMACYTIC LYMPHOMA,C83
DEXAMETHASONE,DEXAMETHASONE 4MG TAB 100'S (N),PROSTATE CANCER,"C61, D07.5"
DEXAMETHASONE,DEXAMETHASONE 4MG TAB 100'S (N),CASTLEMAN DISEASE,D47.7
DEXAMETHASONE,DEXAMETHASONE 4MG TAB 100'S (N),OTITIS EXTERNA,H60
DEXAMETHASONE,DEXAMETHASONE 4MG TAB 100'S (N),HYPERTHYROIDISM,E05
DEXAMETHASONE,DEXAMETHASONE 4MG TAB 100'S (N),PEMPHIGUS,L10
DEXAMETHASONE,DEXAMETHASONE 4MG TAB 100'S (N),ANAPHYLACTIC SHOCK,T78.2
DEXAMETHASONE,DEXAMETHASONE 4MG TAB 100'S (N),BACTERIAL MENINGITIS,A39
DEXAMETHASONE,DEXAMETHASONE 4MG TAB 100'S (N),TREATMENT OF ALTITUDE SICKNESS,T70.2
DEXAMETHASONE,DEXAMETHASONE 4MG TAB 100'S (N),Septic Shock,"R57.2, R65.21"
DEXAMETHASONE,DEXAMETHASONE 4MG TAB 100'S (N),AMYLOIDOSIS - LIGHT CHAIN,E85.81
DEXAMETHASONE,DEXAMETHASONE 4MG TAB 100'S (N),IMMUNE THROMBOCYPTOPENIC PUPURA,D69.3
DEXAMETHASONE,DEXAMETHASONE 4MG TAB 100'S (N),VITILIGO,L80
DEXAMETHASONE,DEXAMETHASONE 4MG TAB 100'S (N),CHRONIC LYMPHOCYTIC LEUKEMIA (CLL),C91.1
DEXAMETHASONE,DEXAMETHASONE 4MG TAB 100'S (N),INFECTIOUS MONONUCLEOSIS,B27
DEXAMETHASONE,DEXAMETHASONE 4MG TAB 100'S (N),PRIMARY ALDOSTERONISM,E26
DEXPANTHENOL,DEXPANTHENOL 50 mg/g Eye Gel 10g (N),ANESTHESIA-SUPPORTIVE AGENTS/ EYE DRYNESS IN PATIENTS RECEIVING CONTINUOUS INFUSIONS OF NEUROMUSCULAR BLOCKERS.,"Y48, T41, T88.2, T88.5"
DEXPANTHENOL,DEXPANTHENOL 50 mg/g Eye Gel 10g (N),ECZEMA,L20
